age,sex,area,region,year,count
2-4,Male,Urban,Central,1995,14980
5-9,Male,Urban,Central,1995,25490
10-14,Male,Urban,Central,1995,23556
15-17,Male,Urban,Central,1995,16254
2-4,Female,Rural,North,1995,205798
5-9,Female,Rural,North,1995,384766
10-14,Female,Rural,North,1995,407421
15-17,Female,Rural,North,1995,240006
2-4,Male,Rural,North,1995,228595
5-9,Male,Rural,North,1995,397928
10-14,Male,Rural,North,1995,417607
15-17,Male,Rural,North,1995,251534
2-4,Female,Urban,North,1995,40826
5-9,Female,Urban,North,1995,78928
10-14,Female,Urban,North,1995,81345
15-17,Female,Urban,North,1995,54358
2-4,Male,Urban,North,1995,42402
5-9,Male,Urban,North,1995,78438
10-14,Male,Urban,North,1995,84690
15-17,Male,Urban,North,1995,54743
2-4,Female,Rural,East,1995,64291
5-9,Female,Rural,East,1995,113306
10-14,Female,Rural,East,1995,126273
15-17,Female,Rural,East,1995,74670
2-4,Male,Rural,East,1995,68634
5-9,Male,Rural,East,1995,117741
10-14,Male,Rural,East,1995,128851
15-17,Male,Rural,East,1995,70821
2-4,Female,Urban,East,1995,20217
5-9,Female,Urban,East,1995,39626
10-14,Female,Urban,East,1995,40107
15-17,Female,Urban,East,1995,24919
2-4,Male,Urban,East,1995,24182
5-9,Male,Urban,East,1995,44749
10-14,Male,Urban,East,1995,44269
15-17,Male,Urban,East,1995,28375
2-4,Female,Rural,Northeast,1995,477830
5-9,Female,Rural,Northeast,1995,891248
10-14,Female,Rural,Northeast,1995,914578
15-17,Female,Rural,Northeast,1995,517116
2-4,Male,Rural,Northeast,1995,501597
5-9,Male,Rural,Northeast,1995,954511
10-14,Male,Rural,Northeast,1995,950741
15-17,Male,Rural,Northeast,1995,551160
2-4,Female,Urban,Northeast,1995,66085
5-9,Female,Urban,Northeast,1995,114835
10-14,Female,Urban,Northeast,1995,136187
15-17,Female,Urban,Northeast,1995,87972
2-4,Male,Urban,Northeast,1995,68508
5-9,Male,Urban,Northeast,1995,128961
10-14,Male,Urban,Northeast,1995,144118
15-17,Male,Urban,Northeast,1995,104304
2-4,Female,Rural,South,1995,179213
5-9,Female,Rural,South,1995,304043
10-14,Female,Rural,South,1995,329457
15-17,Female,Rural,South,1995,185975
2-4,Male,Rural,South,1995,186960
5-9,Male,Rural,South,1995,323445
10-14,Male,Rural,South,1995,335464
15-17,Male,Rural,South,1995,188075
2-4,Female,Urban,South,1995,37141
5-9,Female,Urban,South,1995,68468
10-14,Female,Urban,South,1995,74154
15-17,Female,Urban,South,1995,49394
2-4,Male,Urban,South,1995,38357
5-9,Male,Urban,South,1995,71847
10-14,Male,Urban,South,1995,70704
15-17,Male,Urban,South,1995,45667
2-4,Female,Rural,West,1995,55554
5-9,Female,Rural,West,1995,117078
10-14,Female,Rural,West,1995,120419
15-17,Female,Rural,West,1995,68969
2-4,Male,Rural,West,1995,64021
5-9,Male,Rural,West,1995,115850
10-14,Male,Rural,West,1995,118173
15-17,Male,Rural,West,1995,70591
2-4,Female,Urban,West,1995,21170
5-9,Female,Urban,West,1995,36070
10-14,Female,Urban,West,1995,43245
15-17,Female,Urban,West,1995,21269
2-4,Male,Urban,West,1995,20607
5-9,Male,Urban,West,1995,37868
10-14,Male,Urban,West,1995,39415
15-17,Male,Urban,West,1995,22471
2-4,Female,Rural,Bangkok,1996,0
5-9,Female,Rural,Bangkok,1996,0
10-14,Female,Rural,Bangkok,1996,0
15-17,Female,Rural,Bangkok,1996,0
2-4,Male,Rural,Bangkok,1996,0
5-9,Male,Rural,Bangkok,1996,0
10-14,Male,Rural,Bangkok,1996,0
15-17,Male,Rural,Bangkok,1996,0
2-4,Female,Urban,Bangkok,1996,108635
5-9,Female,Urban,Bangkok,1996,182651
10-14,Female,Urban,Bangkok,1996,216933
15-17,Female,Urban,Bangkok,1996,164365
2-4,Male,Urban,Bangkok,1996,114326
5-9,Male,Urban,Bangkok,1996,199397
10-14,Male,Urban,Bangkok,1996,217564
15-17,Male,Urban,Bangkok,1996,150878
2-4,Female,Rural,Periphery,1996,34679
5-9,Female,Rural,Periphery,1996,62187
10-14,Female,Rural,Periphery,1996,65863
15-17,Female,Rural,Periphery,1996,45992
2-4,Male,Rural,Periphery,1996,34768
5-9,Male,Rural,Periphery,1996,67208
10-14,Male,Rural,Periphery,1996,69934
15-17,Male,Rural,Periphery,1996,43873
2-4,Female,Urban,Periphery,1996,33778
5-9,Female,Urban,Periphery,1996,51894
10-14,Female,Urban,Periphery,1996,54198
15-17,Female,Urban,Periphery,1996,38671
2-4,Male,Urban,Periphery,1996,33671
5-9,Male,Urban,Periphery,1996,60719
10-14,Male,Urban,Periphery,1996,62132
15-17,Male,Urban,Periphery,1996,39828
2-4,Female,Rural,Central,1996,46411
5-9,Female,Rural,Central,1996,82311
10-14,Female,Rural,Central,1996,83499
15-17,Female,Rural,Central,1996,51344
2-4,Male,Rural,Central,1996,45577
5-9,Male,Rural,Central,1996,84570
10-14,Male,Rural,Central,1996,91348
15-17,Male,Rural,Central,1996,54978
2-4,Female,Urban,Central,1996,15087
5-9,Female,Urban,Central,1996,22461
10-14,Female,Urban,Central,1996,28187
15-17,Female,Urban,Central,1996,16176
2-4,Male,Urban,Central,1996,15205
5-9,Male,Urban,Central,1996,25501
10-14,Male,Urban,Central,1996,22859
15-17,Male,Urban,Central,1996,16133
2-4,Female,Rural,North,1996,205221
5-9,Female,Rural,North,1996,382775
10-14,Female,Rural,North,1996,404303
15-17,Female,Rural,North,1996,238874
2-4,Male,Rural,North,1996,228967
5-9,Male,Rural,North,1996,395231
10-14,Male,Rural,North,1996,412640
15-17,Male,Rural,North,1996,250241
2-4,Female,Urban,North,1996,40358
5-9,Female,Urban,North,1996,78874
10-14,Female,Urban,North,1996,79883
15-17,Female,Urban,North,1996,54271
2-4,Male,Urban,North,1996,42448
5-9,Male,Urban,North,1996,77844
10-14,Male,Urban,North,1996,83916
15-17,Male,Urban,North,1996,54377
2-4,Female,Rural,East,1996,65380
5-9,Female,Rural,East,1996,113725
10-14,Female,Rural,East,1996,126564
15-17,Female,Rural,East,1996,75442
2-4,Male,Rural,East,1996,70477
5-9,Male,Rural,East,1996,117758
10-14,Male,Rural,East,1996,129236
15-17,Male,Rural,East,1996,71857
2-4,Female,Urban,East,1996,20515
5-9,Female,Urban,East,1996,40537
10-14,Female,Urban,East,1996,40214
15-17,Female,Urban,East,1996,24729
2-4,Male,Urban,East,1996,25039
5-9,Male,Urban,East,1996,45574
10-14,Male,Urban,East,1996,44928
15-17,Male,Urban,East,1996,28822
2-4,Female,Rural,Northeast,1996,474554
5-9,Female,Rural,Northeast,1996,874648
10-14,Female,Rural,Northeast,1996,900659
15-17,Female,Rural,Northeast,1996,513748
2-4,Male,Rural,Northeast,1996,497199
5-9,Male,Rural,Northeast,1996,944204
10-14,Male,Rural,Northeast,1996,929344
15-17,Male,Rural,Northeast,1996,546450
2-4,Female,Urban,Northeast,1996,67398
5-9,Female,Urban,Northeast,1996,115826
10-14,Female,Urban,Northeast,1996,136726
15-17,Female,Urban,Northeast,1996,88000
2-4,Male,Urban,Northeast,1996,69992
5-9,Male,Urban,Northeast,1996,130783
10-14,Male,Urban,Northeast,1996,144431
15-17,Male,Urban,Northeast,1996,104973
2-4,Female,Rural,South,1996,179872
5-9,Female,Rural,South,1996,300716
10-14,Female,Rural,South,1996,326589
15-17,Female,Rural,South,1996,185739
2-4,Male,Rural,South,1996,187001
5-9,Male,Rural,South,1996,320715
10-14,Male,Rural,South,1996,332009
15-17,Male,Rural,South,1996,186186
2-4,Female,Urban,South,1996,37574
5-9,Female,Urban,South,1996,69976
10-14,Female,Urban,South,1996,75018
15-17,Female,Urban,South,1996,50365
2-4,Male,Urban,South,1996,38876
5-9,Male,Urban,South,1996,72713
10-14,Male,Urban,South,1996,71118
15-17,Male,Urban,South,1996,45894
2-4,Female,Rural,West,1996,56135
5-9,Female,Rural,West,1996,116358
10-14,Female,Rural,West,1996,120160
15-17,Female,Rural,West,1996,68596
2-4,Male,Rural,West,1996,64484
5-9,Male,Rural,West,1996,117566
10-14,Male,Rural,West,1996,117137
15-17,Male,Rural,West,1996,71007
2-4,Female,Urban,West,1996,21317
5-9,Female,Urban,West,1996,35090
10-14,Female,Urban,West,1996,42137
15-17,Female,Urban,West,1996,20647
2-4,Male,Urban,West,1996,20517
5-9,Male,Urban,West,1996,37059
10-14,Male,Urban,West,1996,38530
15-17,Male,Urban,West,1996,22222
2-4,Female,Rural,Bangkok,1997,0
5-9,Female,Rural,Bangkok,1997,0
10-14,Female,Rural,Bangkok,1997,0
15-17,Female,Rural,Bangkok,1997,0
2-4,Male,Rural,Bangkok,1997,0
5-9,Male,Rural,Bangkok,1997,0
10-14,Male,Rural,Bangkok,1997,0
15-17,Male,Rural,Bangkok,1997,0
2-4,Female,Urban,Bangkok,1997,108611
5-9,Female,Urban,Bangkok,1997,180516
10-14,Female,Urban,Bangkok,1997,213671
15-17,Female,Urban,Bangkok,1997,160323
2-4,Male,Urban,Bangkok,1997,113832
5-9,Male,Urban,Bangkok,1997,197778
10-14,Male,Urban,Bangkok,1997,213241
15-17,Male,Urban,Bangkok,1997,148403
2-4,Female,Rural,Periphery,1997,34841
5-9,Female,Rural,Periphery,1997,61627
10-14,Female,Rural,Periphery,1997,64963
15-17,Female,Rural,Periphery,1997,46092
2-4,Male,Rural,Periphery,1997,34862
5-9,Male,Rural,Periphery,1997,67268
10-14,Male,Rural,Periphery,1997,69403
15-17,Male,Rural,Periphery,1997,44542
2-4,Female,Urban,Periphery,1997,34697
5-9,Female,Urban,Periphery,1997,52837
10-14,Female,Urban,Periphery,1997,54635
15-17,Female,Urban,Periphery,1997,38917
2-4,Male,Urban,Periphery,1997,34661
5-9,Male,Urban,Periphery,1997,62218
10-14,Male,Urban,Periphery,1997,62653
15-17,Male,Urban,Periphery,1997,40942
2-4,Female,Rural,Central,1997,46192
5-9,Female,Rural,Central,1997,79904
10-14,Female,Rural,Central,1997,80830
15-17,Female,Rural,Central,1997,50501
2-4,Male,Rural,Central,1997,44900
5-9,Male,Rural,Central,1997,83263
10-14,Male,Rural,Central,1997,89494
15-17,Male,Rural,Central,1997,54738
2-4,Female,Urban,Central,1997,15360
5-9,Female,Urban,Central,1997,22222
10-14,Female,Urban,Central,1997,28559
15-17,Female,Urban,Central,1997,16326
2-4,Male,Urban,Central,1997,15449
5-9,Male,Urban,Central,1997,25617
10-14,Male,Urban,Central,1997,22413
15-17,Male,Urban,Central,1997,16107
2-4,Female,Rural,North,1997,203983
5-9,Female,Rural,North,1997,379672
10-14,Female,Rural,North,1997,400212
15-17,Female,Rural,North,1997,237099
2-4,Male,Rural,North,1997,228414
5-9,Male,Rural,North,1997,391540
10-14,Male,Rural,North,1997,407005
15-17,Male,Rural,North,1997,248299
2-4,Female,Urban,North,1997,40228
5-9,Female,Urban,North,1997,79308
10-14,Female,Urban,North,1997,79192
15-17,Female,Urban,North,1997,54484
2-4,Male,Urban,North,1997,42748
5-9,Male,Urban,North,1997,77817
10-14,Male,Urban,North,1997,83771
15-17,Male,Urban,North,1997,54337
2-4,Female,Rural,East,1997,66138
5-9,Female,Rural,East,1997,113773
10-14,Female,Rural,East,1997,126426
15-17,Female,Rural,East,1997,75916
2-4,Male,Rural,East,1997,71872
5-9,Male,Rural,East,1997,117469
10-14,Male,Rural,East,1997,129195
15-17,Male,Rural,East,1997,72610
2-4,Female,Urban,East,1997,20945
5-9,Female,Urban,East,1997,41586
10-14,Female,Urban,East,1997,40611
15-17,Female,Urban,East,1997,24771
2-4,Male,Urban,East,1997,25915
5-9,Male,Urban,East,1997,46501
10-14,Male,Urban,East,1997,45747
15-17,Male,Urban,East,1997,29362
2-4,Female,Rural,Northeast,1997,469831
5-9,Female,Rural,Northeast,1997,856820
10-14,Female,Rural,Northeast,1997,885319
15-17,Female,Rural,Northeast,1997,508771
2-4,Male,Rural,Northeast,1997,491437
5-9,Male,Rural,Northeast,1997,931425
10-14,Male,Rural,Northeast,1997,907453
15-17,Male,Rural,Northeast,1997,540036
2-4,Female,Urban,Northeast,1997,68993
5-9,Female,Urban,Northeast,1997,117620
10-14,Female,Urban,Northeast,1997,138101
15-17,Female,Urban,Northeast,1997,88369
2-4,Male,Urban,Northeast,1997,71737
5-9,Male,Urban,Northeast,1997,133198
10-14,Male,Urban,Northeast,1997,145552
15-17,Male,Urban,Northeast,1997,105716
2-4,Female,Rural,South,1997,179868
5-9,Female,Rural,South,1997,297000
10-14,Female,Rural,South,1997,323081
15-17,Female,Rural,South,1997,185034
2-4,Male,Rural,South,1997,186472
5-9,Male,Rural,South,1997,317455
10-14,Male,Rural,South,1997,328053
15-17,Male,Rural,South,1997,184089
2-4,Female,Urban,South,1997,38169
5-9,Female,Urban,South,1997,71648
10-14,Female,Urban,South,1997,76113
15-17,Female,Urban,South,1997,51371
2-4,Male,Urban,South,1997,39531
5-9,Male,Urban,South,1997,73794
10-14,Male,Urban,South,1997,71839
15-17,Male,Urban,South,1997,46276
2-4,Female,Rural,West,1997,56484
5-9,Female,Rural,West,1997,115323
10-14,Female,Rural,West,1997,119537
15-17,Female,Rural,West,1997,68058
2-4,Male,Rural,West,1997,64684
5-9,Male,Rural,West,1997,118680
10-14,Male,Rural,West,1997,115912
15-17,Male,Rural,West,1997,71168
2-4,Female,Urban,West,1997,21445
5-9,Female,Urban,West,1997,34281
10-14,Female,Urban,West,1997,41176
15-17,Female,Urban,West,1997,20148
2-4,Male,Urban,West,1997,20453
5-9,Male,Urban,West,1997,36383
10-14,Male,Urban,West,1997,37795
15-17,Male,Urban,West,1997,22036
2-4,Female,Rural,Bangkok,1998,0
5-9,Female,Rural,Bangkok,1998,0
10-14,Female,Rural,Bangkok,1998,0
15-17,Female,Rural,Bangkok,1998,0
2-4,Male,Rural,Bangkok,1998,0
5-9,Male,Rural,Bangkok,1998,0
10-14,Male,Rural,Bangkok,1998,0
15-17,Male,Rural,Bangkok,1998,0
2-4,Female,Urban,Bangkok,1998,108394
5-9,Female,Urban,Bangkok,1998,178490
10-14,Female,Urban,Bangkok,1998,210548
15-17,Female,Urban,Bangkok,1998,156761
2-4,Male,Urban,Bangkok,1998,113240
5-9,Male,Urban,Bangkok,1998,196124
10-14,Male,Urban,Bangkok,1998,209326
15-17,Male,Urban,Bangkok,1998,146403
2-4,Female,Rural,Periphery,1998,34975
5-9,Female,Rural,Periphery,1998,61160
10-14,Female,Rural,Periphery,1998,64240
15-17,Female,Rural,Periphery,1998,46262
2-4,Male,Rural,Periphery,1998,34959
5-9,Male,Rural,Periphery,1998,67296
10-14,Male,Rural,Periphery,1998,68993
15-17,Male,Rural,Periphery,1998,45222
2-4,Female,Urban,Periphery,1998,35565
5-9,Female,Urban,Periphery,1998,53906
10-14,Female,Urban,Periphery,1998,55337
15-17,Female,Urban,Periphery,1998,39421
2-4,Male,Urban,Periphery,1998,35600
5-9,Male,Urban,Periphery,1998,63663
10-14,Male,Urban,Periphery,1998,63365
15-17,Male,Urban,Periphery,1998,42149
2-4,Female,Rural,Central,1998,45829
5-9,Female,Rural,Central,1998,77572
10-14,Female,Rural,Central,1998,78310
15-17,Female,Rural,Central,1998,49626
2-4,Male,Rural,Central,1998,44189
5-9,Male,Rural,Central,1998,81883
10-14,Male,Rural,Central,1998,87625
15-17,Male,Rural,Central,1998,54366
2-4,Female,Urban,Central,1998,15642
5-9,Female,Urban,Central,1998,22171
10-14,Female,Urban,Central,1998,28991
15-17,Female,Urban,Central,1998,16538
2-4,Male,Urban,Central,1998,15710
5-9,Male,Urban,Central,1998,25839
10-14,Male,Urban,Central,1998,22217
15-17,Male,Urban,Central,1998,16176
2-4,Female,Rural,North,1998,202083
5-9,Female,Rural,North,1998,375456
10-14,Female,Rural,North,1998,395147
15-17,Female,Rural,North,1998,234682
2-4,Male,Rural,North,1998,226935
5-9,Male,Rural,North,1998,386854
10-14,Male,Rural,North,1998,400702
15-17,Male,Rural,North,1998,245710
2-4,Female,Urban,North,1998,40438
5-9,Female,Urban,North,1998,80230
10-14,Female,Urban,North,1998,79273
15-17,Female,Urban,North,1998,54997
2-4,Male,Urban,North,1998,43303
5-9,Male,Urban,North,1998,78356
10-14,Male,Urban,North,1998,84254
15-17,Male,Urban,North,1998,54626
2-4,Female,Rural,East,1998,66566
5-9,Female,Rural,East,1998,113450
10-14,Female,Rural,East,1998,125859
15-17,Female,Rural,East,1998,76094
2-4,Male,Rural,East,1998,72821
5-9,Male,Rural,East,1998,116872
10-14,Male,Rural,East,1998,128726
15-17,Male,Rural,East,1998,73082
2-4,Female,Urban,East,1998,21509
5-9,Female,Urban,East,1998,42774
10-14,Female,Urban,East,1998,41297
15-17,Female,Urban,East,1998,25044
2-4,Male,Urban,East,1998,26811
5-9,Male,Urban,East,1998,47530
10-14,Male,Urban,East,1998,46728
15-17,Male,Urban,East,1998,29996
2-4,Female,Rural,Northeast,1998,463660
5-9,Female,Rural,Northeast,1998,837765
10-14,Female,Rural,Northeast,1998,868557
15-17,Female,Rural,Northeast,1998,502183
2-4,Male,Rural,Northeast,1998,484312
5-9,Male,Rural,Northeast,1998,916175
10-14,Male,Rural,Northeast,1998,885067
15-17,Male,Rural,Northeast,1998,531918
2-4,Female,Urban,Northeast,1998,70870
5-9,Female,Urban,Northeast,1998,120218
10-14,Female,Urban,Northeast,1998,140313
15-17,Female,Urban,Northeast,1998,89077
2-4,Male,Urban,Northeast,1998,73745
5-9,Male,Urban,Northeast,1998,136207
10-14,Male,Urban,Northeast,1998,147483
15-17,Male,Urban,Northeast,1998,106531
2-4,Female,Rural,South,1998,179200
5-9,Female,Rural,South,1998,292897
10-14,Female,Rural,South,1998,318932
15-17,Female,Rural,South,1998,183860
2-4,Male,Rural,South,1998,185373
5-9,Male,Rural,South,1998,313666
10-14,Male,Rural,South,1998,323595
15-17,Male,Rural,South,1998,181784
2-4,Female,Urban,South,1998,38926
5-9,Female,Urban,South,1998,73485
10-14,Female,Urban,South,1998,77438
15-17,Female,Urban,South,1998,52412
2-4,Male,Urban,South,1998,40323
5-9,Male,Urban,South,1998,75089
10-14,Male,Urban,South,1998,72869
15-17,Male,Urban,South,1998,46812
2-4,Female,Rural,West,1998,56600
5-9,Female,Rural,West,1998,113973
10-14,Female,Rural,West,1998,118548
15-17,Female,Rural,West,1998,67356
2-4,Male,Rural,West,1998,64619
5-9,Male,Rural,West,1998,119192
10-14,Male,Rural,West,1998,114498
15-17,Male,Rural,West,1998,71074
2-4,Female,Urban,West,1998,21555
5-9,Female,Urban,West,1998,33644
10-14,Female,Urban,West,1998,40362
15-17,Female,Urban,West,1998,19771
2-4,Male,Urban,West,1998,20414
5-9,Male,Urban,West,1998,35840
10-14,Male,Urban,West,1998,37210
15-17,Male,Urban,West,1998,21913
2-4,Female,Rural,Bangkok,1999,0
5-9,Female,Rural,Bangkok,1999,0
10-14,Female,Rural,Bangkok,1999,0
15-17,Female,Rural,Bangkok,1999,0
2-4,Male,Rural,Bangkok,1999,0
5-9,Male,Rural,Bangkok,1999,0
10-14,Male,Rural,Bangkok,1999,0
15-17,Male,Rural,Bangkok,1999,0
2-4,Female,Urban,Bangkok,1999,107984
5-9,Female,Urban,Bangkok,1999,176572
10-14,Female,Urban,Bangkok,1999,207564
15-17,Female,Urban,Bangkok,1999,153678
2-4,Male,Urban,Bangkok,1999,112549
5-9,Male,Urban,Bangkok,1999,194436
10-14,Male,Urban,Bangkok,1999,205820
15-17,Male,Urban,Bangkok,1999,144879
2-4,Female,Rural,Periphery,1999,35080
5-9,Female,Rural,Periphery,1999,60786
10-14,Female,Rural,Periphery,1999,63693
15-17,Female,Rural,Periphery,1999,46501
2-4,Male,Rural,Periphery,1999,35057
5-9,Male,Rural,Periphery,1999,67291
10-14,Male,Rural,Periphery,1999,68704
15-17,Male,Rural,Periphery,1999,45912
2-4,Female,Urban,Periphery,1999,36380
5-9,Female,Urban,Periphery,1999,55103
10-14,Female,Urban,Periphery,1999,56307
15-17,Female,Urban,Periphery,1999,40183
2-4,Male,Urban,Periphery,1999,36485
5-9,Male,Urban,Periphery,1999,65054
10-14,Male,Urban,Periphery,1999,64267
15-17,Male,Urban,Periphery,1999,43450
2-4,Female,Rural,Central,1999,45324
5-9,Female,Rural,Central,1999,75314
10-14,Female,Rural,Central,1999,75938
15-17,Female,Rural,Central,1999,48720
2-4,Male,Rural,Central,1999,43443
5-9,Male,Rural,Central,1999,80431
10-14,Male,Rural,Central,1999,85742
15-17,Male,Rural,Central,1999,53864
2-4,Female,Urban,Central,1999,15935
5-9,Female,Urban,Central,1999,22307
10-14,Female,Urban,Central,1999,29485
15-17,Female,Urban,Central,1999,16813
2-4,Male,Urban,Central,1999,15990
5-9,Male,Urban,Central,1999,26165
10-14,Male,Urban,Central,1999,22272
15-17,Male,Urban,Central,1999,16339
2-4,Female,Rural,North,1999,199522
5-9,Female,Rural,North,1999,370128
10-14,Female,Rural,North,1999,389108
15-17,Female,Rural,North,1999,231621
2-4,Male,Rural,North,1999,224532
5-9,Male,Rural,North,1999,381175
10-14,Male,Rural,North,1999,393731
15-17,Male,Rural,North,1999,242473
2-4,Female,Urban,North,1999,40987
5-9,Female,Urban,North,1999,81640
10-14,Female,Urban,North,1999,80126
15-17,Female,Urban,North,1999,55808
2-4,Male,Urban,North,1999,44113
5-9,Male,Urban,North,1999,79461
10-14,Male,Urban,North,1999,85367
15-17,Male,Urban,North,1999,55242
2-4,Female,Rural,East,1999,66663
5-9,Female,Rural,East,1999,112755
10-14,Female,Rural,East,1999,124864
15-17,Female,Rural,East,1999,75975
2-4,Male,Rural,East,1999,73322
5-9,Male,Rural,East,1999,115967
10-14,Male,Rural,East,1999,127831
15-17,Male,Rural,East,1999,73271
2-4,Female,Urban,East,1999,22207
5-9,Female,Urban,East,1999,44101
10-14,Female,Urban,East,1999,42273
15-17,Female,Urban,East,1999,25548
2-4,Male,Urban,East,1999,27725
5-9,Male,Urban,East,1999,48662
10-14,Male,Urban,East,1999,47871
15-17,Male,Urban,East,1999,30724
2-4,Female,Rural,Northeast,1999,456041
5-9,Female,Rural,Northeast,1999,817481
10-14,Female,Rural,Northeast,1999,850374
15-17,Female,Rural,Northeast,1999,493987
2-4,Male,Rural,Northeast,1999,475824
5-9,Male,Rural,Northeast,1999,898455
10-14,Male,Rural,Northeast,1999,862185
15-17,Male,Rural,Northeast,1999,522097
2-4,Female,Urban,Northeast,1999,73029
5-9,Female,Urban,Northeast,1999,123619
10-14,Female,Urban,Northeast,1999,143362
15-17,Female,Urban,Northeast,1999,90126
2-4,Male,Urban,Northeast,1999,76015
5-9,Male,Urban,Northeast,1999,139809
10-14,Male,Urban,Northeast,1999,150222
15-17,Male,Urban,Northeast,1999,107418
2-4,Female,Rural,South,1999,177869
5-9,Female,Rural,South,1999,288406
10-14,Female,Rural,South,1999,314141
15-17,Female,Rural,South,1999,182218
2-4,Male,Rural,South,1999,183705
5-9,Male,Rural,South,1999,309348
10-14,Male,Rural,South,1999,318637
15-17,Male,Rural,South,1999,179273
2-4,Female,Urban,South,1999,39845
5-9,Female,Urban,South,1999,75486
10-14,Female,Urban,South,1999,78993
15-17,Female,Urban,South,1999,53489
2-4,Male,Urban,South,1999,41250
5-9,Male,Urban,South,1999,76598
10-14,Male,Urban,South,1999,74207
15-17,Male,Urban,South,1999,47501
2-4,Female,Rural,West,1999,56484
5-9,Female,Rural,West,1999,112308
10-14,Female,Rural,West,1999,117194
15-17,Female,Rural,West,1999,66490
2-4,Male,Rural,West,1999,64291
5-9,Male,Rural,West,1999,119102
10-14,Male,Rural,West,1999,112894
15-17,Male,Rural,West,1999,70723
